,ResponseId,Q2,Q1_1,classification,category,sub_category,Unnamed: 6,Unnamed: 7,Unnamed: 8,gender,age_group,rgn_nm
486,R_9IlB8Pjd2lXx2TL,만나서카드사용시 쿠폰등의 혜택을 받을수 없다는 점이 아쉬웠어요,8,적용 가능한 혜택 > 쿠폰 사용 제한,적용 가능한 혜택,쿠폰 사용 제한,,,,FEMALE,30대,수도권
487,R_4xITwONYk0J5Vzg,배민클럽 할인이 있고 업체가 다양함,8,멤버십 혜택 > 멤버십 할인,멤버십 혜택,멤버십 할인,,,,FEMALE,30대,광역시
488,R_4xITwONYk0J5Vzg,배민클럽 할인이 있고 업체가 다양함,8,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,30대,광역시
489,R_4LJbuAMdEVB4C1H,다양한 가맹점이 있어서 선택의 폭이 넓고 리뷰를 미리 확인할 수 있으니 맛집을 잘 고를 수 있어요,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,광역시
490,R_4M4N4EgNEC5MMYC,업체가 많다,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,수도권
491,R_9iOx6dsdGUT9JmF,배달료도 그렇고 주문을 취소 하는 경우도 있어서,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,MALE,30대,수도권
492,R_9iOx6dsdGUT9JmF,배달료도 그렇고 주문을 취소 하는 경우도 있어서,5,기타 > 배달 취소,기타,배달 취소,,,,MALE,30대,수도권
493,R_9EgwTiGqq17ebEJ,예전에는 배달비도 비쌌는데 쿠핑이츠 나오고 배달비가 저렴해서 좋았는데. 아직 시지역 외에는 배달비가 너뮤 비싸요 ㅜㅜ,6,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,40대,지방
494,R_9EgwTiGqq17ebEJ,예전에는 배달비도 비쌌는데 쿠핑이츠 나오고 배달비가 저렴해서 좋았는데. 아직 시지역 외에는 배달비가 너뮤 비싸요 ㅜㅜ,6,없음 > 없음,없음,없음,,,,FEMALE,40대,지방
495,R_4dovL5nSNrciRNH,"10점을 못준이유는 자주시켜먹던 업장들이
배민을 탈퇴해서 쿠팡으로 시킬수밖에 없는경우도 있어요 배달하면서. 봐도 요즘 알뜰배달 동선보면....",8,가게/메뉴 다양성 > 가게/메뉴 개수 적음,가게/메뉴 다양성,가게/메뉴 개수 적음,,,,MALE,40대,수도권
496,R_99XoccJOYqRlljX,"엄청 좋은 어플도, 그렇다고 안좋은 어플도 아니라서",7,기타 > 특별한 문제 없음,기타,특별한 문제 없음,,,,FEMALE,30대,수도권
497,R_9IttLH0g59klcpg,배달비가 너무 비쌈,4,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,30대,수도권
498,R_9lWW0nbCNn8E4sp,배달료부담,6,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,50대 이상,수도권
499,R_4QIZrje7gy4snPX,.....,8,기타 > 기타,기타,기타,,,,MALE,10대,지방
500,R_9KUwGB4nsggLRnz,만나서 카드결제가능,8,앱 사용 편리성 > 결제수단 다양,앱 사용 편리성,결제수단 다양,,,,FEMALE,30대,수도권
501,R_4nB4QYVNq5DqFzq,무료배달 한정이라서,4,배달팁 > 무료배달 제한,배달팁,무료배달 제한,,,,MALE,30대,광역시
502,R_9K3ZjVVhVWgkilP,"요기요보다 쿠폰이 없다
",4,혜택(할인 및 쿠폰) > 쿠폰,혜택(할인 및 쿠폰),쿠폰,,,,FEMALE,40대,지방
503,R_4OryS6LUNxPqnTa,편하긴해요,5,없음 > 없음,없음,없음,,,,FEMALE,40대,광역시
504,R_4giqnNl8FEgzxvX,간편히 배달시켜 먹기 좋아요 하지만 최소주문금액이 커서 ㅠ 혼자 시켜먹기에 과소비를 하게됨..,7,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,광역시
505,R_4giqnNl8FEgzxvX,간편히 배달시켜 먹기 좋아요 하지만 최소주문금액이 커서 ㅠ 혼자 시켜먹기에 과소비를 하게됨..,7,최소주문금액 > 최소주문금액 높음,최소주문금액,최소주문금액 높음,,,,FEMALE,30대,광역시
506,R_4GZJ7tCw5v78FVt,"다른 업체들에 비해서 잫 관리되는 것 같어요.
특히 라이더분들이 다른 업체보다 훨씬.",8,기타 > 다른 앱 보다 선호,기타,다른 앱 보다 선호,,,,FEMALE,30대,수도권
507,R_4GZJ7tCw5v78FVt,"다른 업체들에 비해서 잫 관리되는 것 같어요.
특히 라이더분들이 다른 업체보다 훨씬.",8,기타 > 라이더 친절,기타,라이더 친절,,,,FEMALE,30대,수도권
508,R_4my0PEDlzs9La9a,음식값이 조금 비싼것도 있네요.,5,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,FEMALE,40대,지방
509,R_9dP9ldcnyL0VXCp,수수료가 늠비싸요,5,기타 > 사회적 기여,기타,사회적 기여,,,,FEMALE,50대 이상,수도권
510,R_4sSz9rYXNNOE4Tj,배달 추적이 가능하고 빠른 응대와 최소주문 금액이 없는 가게들이 있어서,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,수도권
511,R_9EtWARsgh3pJ0qd,입점된 음식점들이 많아서,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,50대 이상,수도권
512,R_9sd8kROzN6Uwskc,배달이 용이 하고 음식점이 다양,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,광역시
513,R_90fd6T9uQyUdNrG,"쿠팡이츠는 할부적용이 되지않습니다.
배민은 무이자 할부 적용이 되구요.
소비자 입장에서 결재금액이 부담될경우 무이자 할부 혜택은 큰도움이 되며 자주이용하게되는 이유가 되기도 합니다.

같은 가계지만 배민으로 주문할경우 음식의 양/ 맛 /가격 쿠팡이츠보다 낫습니다.
(훨씬 좋다구요)

쿠팡이츠가 쿠팡회원은 무료배달이라하지만 배달비 받는곳은 다받더 라구요

저는 이러 이유로 차라리 배민이 낫다..
이렇게 생각하고 배민자주이용합니다
",10,가게를 믿고 주문 > 음식 품질,가게를 믿고 주문,음식 품질,,,,FEMALE,40대,지방
514,R_4rjXKehulSdgYA2,배달사고났을경우 배달책임을질 사람이없고아무도책임지지않아요 고객님과 업주들사이만 나빠집니다 특히배달기사분들은 자신이배달하는 음식에 책임감이전혀없고 잘못되면 오로지 배민고객센타에미루거나 업주에게미룹니다 ,1,포장/배달 상태 > 배달사고/누락,포장/배달 상태,배달사고/누락,,,,MALE,50대 이상,지방
515,R_4rjXKehulSdgYA2,배달사고났을경우 배달책임을질 사람이없고아무도책임지지않아요 고객님과 업주들사이만 나빠집니다 특히배달기사분들은 자신이배달하는 음식에 책임감이전혀없고 잘못되면 오로지 배민고객센타에미루거나 업주에게미룹니다 ,1,기타 > 고객 서비스 연결,기타,고객 서비스 연결,,,,MALE,50대 이상,지방
516,R_4rjXKehulSdgYA2,배달사고났을경우 배달책임을질 사람이없고아무도책임지지않아요 고객님과 업주들사이만 나빠집니다 특히배달기사분들은 자신이배달하는 음식에 책임감이전혀없고 잘못되면 오로지 배민고객센타에미루거나 업주에게미룹니다 ,1,기타 > 배달 서비스,기타,배달 서비스,,,,MALE,50대 이상,지방
517,R_4qt66bSiLUtwkGQ,"음식 검색 편리한데 요즘 업뎃으로 좀 불편
옛날버전이 편함.

음식 누르면 리뷰 바로 보기 가능해서
메뉴 고르는데 도움됨.
",7,앱 사용 편리성 > 검색 편의성,앱 사용 편리성,검색 편의성,,,,FEMALE,30대,지방
518,R_4qt66bSiLUtwkGQ,"음식 검색 편리한데 요즘 업뎃으로 좀 불편
옛날버전이 편함.

음식 누르면 리뷰 바로 보기 가능해서
메뉴 고르는데 도움됨.
",7,앱 사용 편리성 > UI/디자인/화면구성,앱 사용 편리성,UI/디자인/화면구성,,,,FEMALE,30대,지방
519,R_4qt66bSiLUtwkGQ,"음식 검색 편리한데 요즘 업뎃으로 좀 불편
옛날버전이 편함.

음식 누르면 리뷰 바로 보기 가능해서
메뉴 고르는데 도움됨.
",7,앱 사용 편리성 > 리뷰 확인 편의성,앱 사용 편리성,리뷰 확인 편의성,,,,FEMALE,30대,지방
520,R_4qt66bSiLUtwkGQ,"음식 검색 편리한데 요즘 업뎃으로 좀 불편
옛날버전이 편함.

음식 누르면 리뷰 바로 보기 가능해서
메뉴 고르는데 도움됨.
",7,앱 사용 편리성 > 메뉴 탐색 편의성,앱 사용 편리성,메뉴 탐색 편의성,,,,FEMALE,30대,지방
521,R_9ElZk6yJPnIuu6Q,비싸고 배달시간 늦음 ,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,50대 이상,수도권
522,R_9ElZk6yJPnIuu6Q,비싸고 배달시간 늦음 ,5,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,50대 이상,수도권
523,R_9Lh7827e2Looyyk,리뷰도 그렇고 메뉴마다 추천 맛집이 많아서 괜찮은거 같네요 ,10,가게를 믿고 주문 > 리뷰 많음,가게를 믿고 주문,리뷰 많음,,,,MALE,40대,광역시
524,R_4wgLaGNJMDRdDON,"음식이나 배달문제로 후기 남겼더니 가게는 물론
배민에서도 적극적으로 원인을 파악하고 답변까지
세심하게 남겨주시니 믿음도 가고 자주 이용하게
됩니다",10,가게를 믿고 주문 > 신뢰,가게를 믿고 주문,신뢰,,,,FEMALE,40대,광역시
525,R_4qjPpvUssdDg8UL,"더 많은 점수를 주지않은 이유는 타 배달앱에 항시 쿠폰을 더 많이 줘서 입니다
",6,혜택(할인 및 쿠폰) > 쿠폰,혜택(할인 및 쿠폰),쿠폰,,,,FEMALE,40대,수도권
526,R_9MQIaabkL1GRQ2h,메뉴도다양한데 리뷰로 고를수도있고 다양한매장 범위가넓어 좋아요,10,가게를 믿고 주문 > 리뷰 많음,가게를 믿고 주문,리뷰 많음,,,,FEMALE,50대 이상,수도권
527,R_94uOYdvbpvZcttr,배달라이너들과주문한가개사장님이너무친절하고계속배달의민족을찾게됨환절기에건강조심하세요,10,가게를 믿고 주문 > 업주 친절,가게를 믿고 주문,업주 친절,,,,FEMALE,40대,지방
528,R_4zQO0LTg1Btrnnb,"신속.정확,신뢰,믿음",10,가게를 믿고 주문 > 신뢰,가게를 믿고 주문,신뢰,,,,FEMALE,50대 이상,수도권
529,R_9PcJMnKF9Wz3a2J,쿠폰으로 저렴히 주문할때 좋아요,8,혜택(할인 및 쿠폰) > 다양한 쿠폰,혜택(할인 및 쿠폰),다양한 쿠폰,,,,FEMALE,30대,광역시
530,R_9PcJMnKF9Wz3a2J,쿠폰으로 저렴히 주문할때 좋아요,8,메뉴 가격 > 저렴한 가격,메뉴 가격,저렴한 가격,,,,FEMALE,30대,광역시
531,R_4YKZJ7i2iB7pT9x,가게들 정렬도 찾기 쉽게 잘되어있고 할인하는가게들이 많고 특히 리뷰를 보고 더 좋은가게를 찾을수있다,9,가게를 믿고 주문 > 리뷰 많음,가게를 믿고 주문,리뷰 많음,,,,FEMALE,20대,수도권
532,R_4pkmibmV6BHqwjT,정확하고 믿음이 간다,10,가게를 믿고 주문 > 신뢰,가게를 믿고 주문,신뢰,,,,FEMALE,50대 이상,수도권
533,R_9zVEViQe9kCflaF,종류도 많고 사용하기 간편해요,7,기타 > 다양성,기타,다양성,,,,FEMALE,40대,지방
534,R_9zVEViQe9kCflaF,종류도 많고 사용하기 간편해요,7,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,지방
535,R_4yO1Ph7vkFYDypj,간단하게 주문하던 초창기가 그리워요. 너무 이것저것 많이 생기니까 둘러보기도 지치른 느낌? 배달비가 최악이죠. 솔직히 쿠폰없으면 안시켜요. 배민 이미지가 안좋아진게 크죠.,6,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,광역시
536,R_4yO1Ph7vkFYDypj,간단하게 주문하던 초창기가 그리워요. 너무 이것저것 많이 생기니까 둘러보기도 지치른 느낌? 배달비가 최악이죠. 솔직히 쿠폰없으면 안시켜요. 배민 이미지가 안좋아진게 크죠.,6,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,30대,광역시
537,R_4yO1Ph7vkFYDypj,간단하게 주문하던 초창기가 그리워요. 너무 이것저것 많이 생기니까 둘러보기도 지치른 느낌? 배달비가 최악이죠. 솔직히 쿠폰없으면 안시켜요. 배민 이미지가 안좋아진게 크죠.,6,기타 > 기타,기타,기타,,,,FEMALE,30대,광역시
538,R_4yO1Ph7vkFYDypj,간단하게 주문하던 초창기가 그리워요. 너무 이것저것 많이 생기니까 둘러보기도 지치른 느낌? 배달비가 최악이죠. 솔직히 쿠폰없으면 안시켜요. 배민 이미지가 안좋아진게 크죠.,6,기타 > 이미지/느낌 부정적,기타,이미지/느낌 부정적,,,,FEMALE,30대,광역시
539,R_4Mdsz7cEtbGN46l,"점주에게 부담되는판매수수료가 너무높아서 결국 소비자에게 전가되어서 너무 비싸졌어요
배민클럽자체는 고객한테 이득이지만 장사하시는 사장님들께는 엄청난 부담이되어서 어플이탈확률이 높아지고 포장수수료받는것도 너무하다는 생각이 듭니다",5,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,FEMALE,20대,광역시
540,R_4Mdsz7cEtbGN46l,"점주에게 부담되는판매수수료가 너무높아서 결국 소비자에게 전가되어서 너무 비싸졌어요
배민클럽자체는 고객한테 이득이지만 장사하시는 사장님들께는 엄청난 부담이되어서 어플이탈확률이 높아지고 포장수수료받는것도 너무하다는 생각이 듭니다",5,기타 > 사회적 기여,기타,사회적 기여,,,,FEMALE,20대,광역시
541,R_4Mdsz7cEtbGN46l,"점주에게 부담되는판매수수료가 너무높아서 결국 소비자에게 전가되어서 너무 비싸졌어요
배민클럽자체는 고객한테 이득이지만 장사하시는 사장님들께는 엄청난 부담이되어서 어플이탈확률이 높아지고 포장수수료받는것도 너무하다는 생각이 듭니다",5,없음 > 없음,없음,없음,,,,FEMALE,20대,광역시
542,R_4Mdsz7cEtbGN46l,"점주에게 부담되는판매수수료가 너무높아서 결국 소비자에게 전가되어서 너무 비싸졌어요
배민클럽자체는 고객한테 이득이지만 장사하시는 사장님들께는 엄청난 부담이되어서 어플이탈확률이 높아지고 포장수수료받는것도 너무하다는 생각이 듭니다",5,메뉴 가격 > 포장 비용 발생,메뉴 가격,포장 비용 발생,,,,FEMALE,20대,광역시
543,R_4CdkPymYeUPgNPQ,가끔너무느리다,6,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,30대,수도권
544,R_4BRhyr0pXQcJohl,혜택이 좋음,8,혜택(할인 및 쿠폰) > 다양한 혜택,혜택(할인 및 쿠폰),다양한 혜택,,,,MALE,40대,지방
545,R_474JxMfmytpLNMR,너무 비싼 배달료,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,MALE,50대 이상,광역시
546,R_9Bi0CuYLg9C46xL,ㆍㆍㆍㆍㅈㆍㅈㆍㅈㆍ,5,기타 > 기타,기타,기타,,,,MALE,30대,수도권
547,R_9WPGkdMUGlo8VH3,배달시간이 맘대로 움직이면서 설명도 안해주고 배달료가 붙는 곳도 많아서,4,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,FEMALE,20대,수도권
548,R_9WPGkdMUGlo8VH3,배달시간이 맘대로 움직이면서 설명도 안해주고 배달료가 붙는 곳도 많아서,4,앱 사용 편리성 > 배달 알림 미제공,앱 사용 편리성,배달 알림 미제공,,,,FEMALE,20대,수도권
549,R_9WPGkdMUGlo8VH3,배달시간이 맘대로 움직이면서 설명도 안해주고 배달료가 붙는 곳도 많아서,4,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,20대,수도권
550,R_4OHXPOowzvSlQ8V,배달비가 있을 때 부담,8,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,40대,광역시
551,R_9DjbvkxnFb9nIJM,일단 믿을수 있는 업체라고 생각합니다.,10,가게를 믿고 주문 > 신뢰,가게를 믿고 주문,신뢰,,,,FEMALE,50대 이상,수도권
552,R_4TzLm6aGOd2IXOA,원하는 음식을 빨리 검색해서 주문할수 있고 리뷰가 많아서 도움이 됩니다,10,가게를 믿고 주문 > 리뷰 많음,가게를 믿고 주문,리뷰 많음,,,,FEMALE,50대 이상,광역시
553,R_9DZGfDkXv9X2f0Y,좋지도 나쁘지고 않음,5,기타 > 기타,기타,기타,,,,MALE,40대,지방
554,R_41CIOfhXC4txLmV,기본이 배차지연,1,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,MALE,50대 이상,수도권
555,R_9zhTBLz5ncbQkhr,사용하기편한 배달앱,8,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,수도권
556,R_4ltmf4JW0Z4gusN,배달비가 비싸서,8,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,40대,지방
557,R_9NSfLOmnq4b0vZv,배달음식비쌈,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,MALE,40대,광역시
558,R_9NSfLOmnq4b0vZv,배달음식비쌈,5,가게를 믿고 주문 > 음식 품질,가게를 믿고 주문,음식 품질,,,,MALE,40대,광역시
559,R_91ziqwPDZAPk4hN,ㅓㅇ솩하고 배달도 빨라서,8,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,50대 이상,지방
560,R_91ziqwPDZAPk4hN,ㅓㅇ솩하고 배달도 빨라서,8,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,FEMALE,50대 이상,지방
561,R_9l9txnsH98g3D64,일단 다른 배달업체보다 빠르고 믿기때문에요,9,가게를 믿고 주문 > 신뢰,가게를 믿고 주문,신뢰,,,,MALE,40대,수도권
562,R_4eVpqEb0dGFgdKF,저는 오래 사용해와서 편리하지만 다른 배달앱을 써보지 않아 추천하기에는 다른 점을 잘 몰라요.,7,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,수도권
563,R_4eVpqEb0dGFgdKF,저는 오래 사용해와서 편리하지만 다른 배달앱을 써보지 않아 추천하기에는 다른 점을 잘 몰라요.,7,기타 > 낮은 사용 빈도/필요성,기타,낮은 사용 빈도/필요성,,,,FEMALE,40대,수도권
564,R_9sBjjNHiQhUZnjz,"배달을 잘해주시는 라이더도 계시지만 좀더 짧은거리음식보다 더 먼지역으로 굳이 돌아서 배달이 늦을때도 많습니다..또 특히 한집배달의 경우는 라이더 콜이 안 잡혀 조리된 음식이 배달될때까지 너무 기다리고 배달 라이더가 안잡힐 경우는 고객에게 말을 해줘야하는데 그저 라이더가 잡힐땔까지 30분 이상도 기다리니 전반적으로 수정, 보안이 필요할거 같습니다.",5,도착 예정 시간에 배달 > 라이더 배차/픽업 지연,도착 예정 시간에 배달,라이더 배차/픽업 지연,,,,FEMALE,50대 이상,지방
565,R_9sBjjNHiQhUZnjz,"배달을 잘해주시는 라이더도 계시지만 좀더 짧은거리음식보다 더 먼지역으로 굳이 돌아서 배달이 늦을때도 많습니다..또 특히 한집배달의 경우는 라이더 콜이 안 잡혀 조리된 음식이 배달될때까지 너무 기다리고 배달 라이더가 안잡힐 경우는 고객에게 말을 해줘야하는데 그저 라이더가 잡힐땔까지 30분 이상도 기다리니 전반적으로 수정, 보안이 필요할거 같습니다.",5,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,50대 이상,지방
566,R_9sBjjNHiQhUZnjz,"배달을 잘해주시는 라이더도 계시지만 좀더 짧은거리음식보다 더 먼지역으로 굳이 돌아서 배달이 늦을때도 많습니다..또 특히 한집배달의 경우는 라이더 콜이 안 잡혀 조리된 음식이 배달될때까지 너무 기다리고 배달 라이더가 안잡힐 경우는 고객에게 말을 해줘야하는데 그저 라이더가 잡힐땔까지 30분 이상도 기다리니 전반적으로 수정, 보안이 필요할거 같습니다.",5,도착 예정 시간에 배달 > 배달 지연,도착 예정 시간에 배달,배달 지연,,,,FEMALE,50대 이상,지방
567,R_9sBjjNHiQhUZnjz,"배달을 잘해주시는 라이더도 계시지만 좀더 짧은거리음식보다 더 먼지역으로 굳이 돌아서 배달이 늦을때도 많습니다..또 특히 한집배달의 경우는 라이더 콜이 안 잡혀 조리된 음식이 배달될때까지 너무 기다리고 배달 라이더가 안잡힐 경우는 고객에게 말을 해줘야하는데 그저 라이더가 잡힐땔까지 30분 이상도 기다리니 전반적으로 수정, 보안이 필요할거 같습니다.",5,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,FEMALE,50대 이상,지방
568,R_4Sf3VDSfMbux9KN,배달비가 좀 비싸서,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,50대 이상,지방
569,R_9EuCGjuqUpnVlnA,장점이없음,5,기타 > 기타,기타,기타,,,,MALE,40대,수도권
570,R_9oiQa24d5Sn1VQG,"배민은 주문부터 결제, 배달까지 모든 과정이 깔끔하고 직관적이에요. 원하는 음식점을 빠르게 찾을 수 있고, 리뷰와 사진 덕분에 믿고 주문할 수 있습니다. 특히 결제 과정이 안정적이고, 배달 상태를 실시간으로 확인할 수 있어서 늘 안심돼요. 고객센터 대응도 빠르고 친절해서, 전반적인 이용 만족도가 아주 높습니다. “편리함·신뢰·안정성” 세 가지가 완벽하게 갖춰진 플랫폼이라 10점을 드립니다.",10,가게를 믿고 주문 > 리뷰 많음,가게를 믿고 주문,리뷰 많음,,,,FEMALE,40대,광역시
571,R_4UgRsOgTOznudCY,배달의민족을 요즘 많이 애용하고 있어요. 아이들 점심이나 저녁이나 주문하면 바로 조리해서 배달해주시고 믿고 주문해서 먹을수 있어서 돟아요. 쿠폰혜택도 너무 좋쿠요,9,가게를 믿고 주문 > 신뢰,가게를 믿고 주문,신뢰,,,,FEMALE,40대,지방
572,R_4BVsyfMS08dsh1v,샌드위치 쌓기가 생겼기 때문에,10,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,MALE,50대 이상,수도권
573,R_9xAyIsjsC0Mrz9L,"어플 사용 하기도 편하고 리뷰 사진도 보기 편해요 (x팡잇츠는 리뷰사진이 확대 어그러지게 보임)
상담원과 연결도 금방 됩니다
",10,기타 > 고객 서비스 연결,기타,고객 서비스 연결,,,,FEMALE,40대,수도권
574,R_465ZWyH0pZ9lErP,배달 서비스와 음식 맛이 좋아서,8,기타 > 배달 서비스,기타,배달 서비스,,,,MALE,50대 이상,수도권
575,R_465ZWyH0pZ9lErP,배달 서비스와 음식 맛이 좋아서,8,포장/배달 상태 > 음식 품질,포장/배달 상태,음식 품질,,,,MALE,50대 이상,수도권
576,R_9DG2c8FBJnN8dw7,과도한 수수료와 지역화폐를 등 사용 불가,2,기타 > 사회적 기여,기타,사회적 기여,,,,FEMALE,30대,수도권
577,R_9DG2c8FBJnN8dw7,과도한 수수료와 지역화폐를 등 사용 불가,2,앱 사용 편리성 > 결제수단 제한,앱 사용 편리성,결제수단 제한,,,,FEMALE,30대,수도권
578,R_4oFmFSPhG07725r,"멤버쉽 비용도 저렴하고 많은 메뉴가 있고
고객 응대도 친절함.",10,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,FEMALE,40대,수도권
579,R_90o13j9nQM9b9Ji,"배달 빠르고 현재 배달위치 볼 수 있어서 좋음
고객센터도 잘 운영되는 것 같음",10,기타 > 고객 서비스,기타,고객 서비스,,,,FEMALE,30대,수도권
580,R_479xzXnM1UlDuJT,주문빠르고 불만사항 잘 들어주시고 별을 작게 줄 이유가 엄서요,10,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,FEMALE,40대,광역시
581,R_4AKDU0uLlfKdkMp,배달비 너무 비싸요.,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,40대,지방
582,R_4nPj2O66QGDMnsh,배달시간이 처음 도착시간과 다르게 계속늘어남,2,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,MALE,40대,지방
583,R_97kw7rWexpDhj9p,다른 배달 어플에비해 최소금액과 배달비가 비싸네요 ,5,최소주문금액 > 최소주문금액 높음,최소주문금액,최소주문금액 높음,,,,FEMALE,40대,광역시
584,R_97kw7rWexpDhj9p,다른 배달 어플에비해 최소금액과 배달비가 비싸네요 ,5,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,40대,광역시
585,R_9hnbP1A2pSSAeVU,피자알볼로에서 피자를 시킬경우 쿠팡이츠나 요기요 보다 훨씬 저렴한 혜택이 있어서 특정 브랜드에 한해서 배민을 이용할 가치가 있어요 반대로 다른 배달앱에서 특정 브랜드가 더 저렴한 혜택이 있어서 이용하게 되구요 그래서 딱히 하나의 배달앱이 압도적이진 못한듯요,7,혜택(할인 및 쿠폰) > 다양한 혜택,혜택(할인 및 쿠폰),다양한 혜택,,,,FEMALE,50대 이상,지방
586,R_9hnbP1A2pSSAeVU,피자알볼로에서 피자를 시킬경우 쿠팡이츠나 요기요 보다 훨씬 저렴한 혜택이 있어서 특정 브랜드에 한해서 배민을 이용할 가치가 있어요 반대로 다른 배달앱에서 특정 브랜드가 더 저렴한 혜택이 있어서 이용하게 되구요 그래서 딱히 하나의 배달앱이 압도적이진 못한듯요,7,기타 > 차별성 부족/평범함,기타,차별성 부족/평범함,,,,FEMALE,50대 이상,지방
587,R_4WtXAAzi8uge439,"요즘은 1대1채팅도 가능하고 배민 콜센타도 전화통화 바로바로 연결되며 다양한 할인쿠폰도 잘 되있고 한달결제요금1,900원 추가하면 쿠폰적용 배달료 요금 너무 만족합니다.",10,기타 > 고객 서비스 연결,기타,고객 서비스 연결,,,,FEMALE,50대 이상,수도권
588,R_4WtXAAzi8uge439,"요즘은 1대1채팅도 가능하고 배민 콜센타도 전화통화 바로바로 연결되며 다양한 할인쿠폰도 잘 되있고 한달결제요금1,900원 추가하면 쿠폰적용 배달료 요금 너무 만족합니다.",10,기타 > 고객 서비스 연결,기타,고객 서비스 연결,,,,FEMALE,50대 이상,수도권
589,R_9jSXEjeUyRZjrEs,다양성은 좋으나 배달료가 부담임,6,기타 > 다양성,기타,다양성,,,,FEMALE,50대 이상,수도권
590,R_9jSXEjeUyRZjrEs,다양성은 좋으나 배달료가 부담임,6,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,50대 이상,수도권
591,R_9SLq9AX4JC7Qikx,추천하지않아도 이미 다 사용중이라서,1,기타 > 대중성/인지도,기타,대중성/인지도,,,,FEMALE,20대,수도권
592,R_9PrCG6egpbdsQVz,할인 이벤트가 많고 다양한 음식과 브랜드를 접할수있ㅇㆍㄱ서,7,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,MALE,40대,수도권
593,R_9PrCG6egpbdsQVz,할인 이벤트가 많고 다양한 음식과 브랜드를 접할수있ㅇㆍㄱ서,7,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,MALE,40대,수도권
594,R_4oe62961ADDt36k,배달시 배달비용을 아낄 수 있어 좋아요.그러나 우수 고객에게 좀 더 좋은 할인 혜택이 없어 8점을 줬네요.,8,배달팁 만족 > 배달팁 적당,배달팁 만족,배달팁 적당,,,,FEMALE,50대 이상,지방
