No,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_1,Q2,Q10,Q10_10_TEXT,Q11,Q11_10_TEXT,Q12,Q12_10_TEXT,Q60,Q60_6_TEXT,Q13,Q13_4_TEXT,Q14,Q14_5_TEXT,Q13.1,Q15,Q6,Q6_3_TEXT,memberNo,userId,Q_DataPolicyViolations,gender,age_group,rgn_nm,bmclub,is_mfo,order_rank,BAEMIN_ord_cnt,stod_ord_cnt,BAERA_ord_cnt,BAERA_ord_cnt.1,total_ord_cnt
191,45947.46475,45947.46748,0,,100,235,1,45947.46748,R_9gR89MeZgjxTkwQ,,,,,,,anonymous,KO,1,7,쿠폰을더주면 좋겠어요,,,7,,,,2,,,,,,,다들 주문이높아요,"1,5",,2.40505E+11,,,FEMALE,40대,지방,미구독,한그룻 주문경험X,1,0,5,1,2,8
192,45947.46654,45947.46751,0,,100,83,1,45947.46752,R_4CHPO2rYktWkUhs,,,,,,,anonymous,KO,1,5,"땡겨요는 12월까지 5천원 할인쿠폰 지급
그리고 배민은 포인트, 할인쿠폰 같이
사용하는게 없어진 시점부터 별로",,,,,10,운영,,,,,,,위와 동일,,"2,5",,1.90709E+11,,,MALE,30대,수도권,미구독,한그룻 주문경험O,1,1,4,0,0,5
193,45947.4669,45947.46753,0,,100,54,1,45947.46754,R_9DnI0AFzkJnuzc0,,,,,,,anonymous,KO,1,4,"수수료 너무 떼감
솔직히 땡겨요 더 쓰고싶은데 아직 입점한 매장이 많지 않아서 배민 쓰는 거임",,,,,10,수수료,,,,,,,수수료 많이 떼간다고,,"1,5",,2.0041E+11,,,FEMALE,10대,지방,미구독,한그룻 주문경험X,1,1,3,0,1,5
194,45947.46595,45947.46758,0,,100,140,1,45947.46759,R_9fI8W6zll5tV5FC,,,,,,,anonymous,KO,1,6,배민클럽을 이용하면 배달비가 무료라 좋음,,,,,8,,,,1,,,,,출발했다고 연락 온 후에 여기저기 들리셔서 그런지 느릴때가 있음,"1,2,4,5,7",,1.90505E+11,,,FEMALE,20대,광역시,미구독,한그룻 주문경험O,1,0,2,0,0,2
195,45947.4662,45947.46759,0,,100,120,1,45947.4676,R_97wZqHx0iRyonyd,,,,,,,anonymous,KO,1,1,배달기사 입니다 배달비 개판같이 주고 난 이후로는 배민 보다 쿠팡 더 자주 시켜 먹어요 배민 쓰레기 입니다,,,,,8,,,,1,,,,,배달비나 똑바로 주세요 쓰레기 기업,"1,2",,2.00929E+11,,,MALE,30대,광역시,미구독,한그룻 주문경험X,1,9,0,0,0,9
196,45947.46679,45947.46762,0,,100,71,1,45947.46762,R_9OhVDW3dqXJAHrb,,,,,,,anonymous,KO,1,9,1인가족이 많은데 불편한건 없어서,7,,,,,,3,,,,,,,,1,,1.90621E+11,,,FEMALE,40대,광역시,미구독,한그룻 주문경험X,1,0,12,0,0,12
197,45947.46682,45947.46764,0,,100,70,1,45947.46765,R_9Ejiqnmk1byfc8I,,,,,,,anonymous,KO,1,4,최소금액이 높음. 한그릇이 다양하지않음.,,,,,7,,2,,,,,,,최소금액이 높음,1,,2.11204E+11,,,FEMALE,20대,수도권,구독,한그룻 주문경험O,1,0,5,0,0,5
198,45947.46703,45947.46771,0,,100,59,1,45947.46772,R_9ZK2Nhulw0HRRUP,,,,,,,anonymous,KO,1,10,편리해서 좋다,8,,,,,,,,3,,,,,항상 흐트러짐없이 잘 배달됌,"1,2,4",,1.70918E+11,,,FEMALE,20대,광역시,미구독,한그룻 주문경험O,1,0,4,0,1,5
199,45947.46634,45947.46772,0,,100,119,1,45947.46773,R_91zHydVWc6uWPQo,,,,,,,anonymous,KO,1,10,빠른 배달과 브랜드의 다양성 때문에 추천합니다.,9,,,,,,,,,,4,,,좋아하는 브랜드가 많이 입점되어 있어 믿음이 갑니다.,1,,2.00225E+11,,,FEMALE,40대,광역시,구독,한그룻 주문경험O,1,0,5,1,1,7
200,45947.46735,45947.46774,0,,100,34,1,45947.46776,R_9HTtB75MPeGCoo3,,,,,,,anonymous,KO,1,10,111111,9,,,,,,,,,,1,,,111111,"1,2,5",,2.01023E+11,,,MALE,30대,수도권,구독,한그룻 주문경험X,1,0,5,0,0,5
201,45947.46675,45947.46777,0,,100,88,1,45947.46778,R_9l3q7t7QZUUangE,,,,,,,anonymous,KO,1,8,한눈에볼수있음,,,9,,,,,,,,1,,,종류를 모아놓아서 선택하기좋다,1,,1.41023E+11,,,FEMALE,30대,광역시,미구독,한그룻 주문경험X,1,2,2,0,0,4
202,45947.46624,45947.4678,0,,100,135,1,45947.46781,R_9eButrS0uiTyV0d,,,,,,,anonymous,KO,1,6,지인의 취향이 다를수 있으무로,,,,,7,,2,,,,,,,금전적 부담이 크다 네,1,,1.91013E+11,,,MALE,50대 이상,광역시,미구독,한그룻 주문경험O,1,5,14,0,0,19
203,45947.46686,45947.46782,0,,100,83,1,45947.46784,R_9z6kB5pxs35n4Sy,,,,,,,anonymous,KO,1,6,배달항목들이많습니다.,,,,,7,,2,,,,,,,혼자시키는입장에서 항목이줄어듭니다,"1,2",,2.01119E+11,,,FEMALE,30대,광역시,미구독,한그룻 주문경험X,1,5,2,0,0,7
204,45947.46737,45947.46784,0,,100,39,1,45947.46784,R_4dLaYFw29vp6x8k,,,,,,,anonymous,KO,1,8,할인이 많아서,,,7,,,,4,,,,,,,타 서비스 대비 할인이 있어서,"1,2",,2.01217E+11,,,FEMALE,30대,광역시,미구독,한그룻 주문경험X,1,1,4,0,0,5
205,45947.46736,45947.46789,0,,100,45,1,45947.46792,R_9OweLntsGvUa7Pj,,,,,,,anonymous,KO,1,9,업체 많음,8,,,,,,,,2,,,,,배달 빠름,"1,4",,2.10919E+11,,,FEMALE,40대,수도권,미구독,한그룻 주문경험X,1,0,2,0,1,3
206,45947.46428,45947.46792,0,,100,313,1,45947.46793,R_9CHJLNl5y8wGkvp,,,,,,,anonymous,KO,1,4,에러상황 시 고객대처가 미흡,,,,,10,고객센터 연결 힘듦,,,,,,,"배달이 예상 도착시간 보다 한참 지연 됐을 때
시스템적으로 잘 못 된다는 걸 인지한 경우가 있었는데 다들 고객센터에 문의하라하고 정작 고객센터는 연결이 안돼고 다 식은 음식과 상한 마음은 보상을 받을 수 없음",,"1,2,5",,1.40814E+11,,,FEMALE,30대,광역시,구독,한그룻 주문경험X,1,1,0,1,0,2
207,45947.46709,45947.46794,0,,100,72,1,45947.46795,R_9pL0juP1mHTTkFK,,,,,,,anonymous,KO,1,10,편하고 할인도 해주고 좋아요,8,,,,,,,,3,,,,,깔끔한게 좋아요,1,,2.30106E+11,,,FEMALE,40대,광역시,구독,한그룻 주문경험X,1,0,1,0,0,1
208,45947.46672,45947.46795,0,,100,105,1,45947.46796,R_9dR1mgcOUsD6HsB,,,,,,,anonymous,KO,1,1,"경쟁사 대비 혜택과 이벤트가 적음
배달비 금액이 부담스러움",,,,,7,,3,,,,,,,타사 대비 혜택이 적음,2,,1.60517E+11,,,MALE,30대,수도권,미구독,한그룻 주문경험X,1,0,1,0,0,1
209,45947.46694,45947.46795,0,,100,86,1,45947.46796,R_9JQsIYUtUd5C70I,,,,,,,anonymous,KO,1,5,배달료가 많이 올랐음,,,,,7,,4,,,,,,,전이랑 가격 차이가 많이 난다,"1,2,5",,2.00906E+11,,,FEMALE,50대 이상,수도권,미구독,한그룻 주문경험X,1,0,2,0,0,2
210,45947.46648,45947.46797,0,,100,128,1,45947.46798,R_47bvbBhZbbq6xQB,,,,,,,anonymous,KO,1,6,"편리하긴한, 맛집을 찾는게 어려움 
리뷰도 요즘은 신뢰가 안감
",,,,,7,,2,,,,,,,최소주문금액을 고객배려없이 쓴 걸 보면 주문 안하고싶음,2,,1.71121E+11,,,FEMALE,40대,수도권,구독,한그룻 주문경험O,1,0,5,0,0,5
211,45947.46532,45947.46806,0,,100,235,1,45947.46806,R_9F9IdbAp0nXUvv3,,,,,,,anonymous,KO,1,10,아직가입은안했지만이벤트가많아해택이많네요  다음주문땐가입하려고요,10,이벤트  빠른배달   알뜰배달,,,,,,,,,,,,,"1,2",,2.50622E+11,,,FEMALE,50대 이상,수도권,미구독,한그룻 주문경험X,1,0,2,0,0,2
212,45947.46723,45947.46811,0,,100,75,1,45947.46812,R_9QN4T974j6v47lt,,,,,,,anonymous,KO,1,5,"익숙해서 계속 쓰는데
고객센터 연결같은게 불편함",,,,,8,,,,2,,,,,시간이 자꾸 늘어나던데요..?,"1,2,4",,2.10613E+11,,,FEMALE,30대,지방,미구독,한그룻 주문경험O,1,5,3,0,0,8
213,45947.46557,45947.46811,0,,100,220,1,45947.46813,R_9MRQSiR1QxgQ0C1,,,,,,,anonymous,KO,1,7,"대부분 너무 좋습니다.
사용하기에도 편합니다.
다만, 요즘 지역 어플들을 사용해보면 혜택이 너무 좋습니다. 배민에서도 물론 혜택을 주고 있지만 그 정도가 조금 작아요.
그리고 배민클럽을 잠시 이용해봤는데 배달비 무료가 안되는 곳도 꽤 있어서 배민클럽을 사용할 필요가 있을까? 라는 생각도 했습니다.
물론 배달비 무료인 식당을 많이 이용한다면 배민클럽을 사용하는 것도 좋을 것 같아요.",,,9,,,,,,,,4,,,"배민이 사용자가 많다보니 사람들 리뷰를 보고 가게를 정할 때 꽤 괜찮았습니다.
실패도 덜하였구요.","1,3",지역 배달 어플을 사용했습니다.,2.10903E+11,,,MALE,20대,광역시,미구독,한그룻 주문경험X,1,1,2,0,0,3
214,45947.46613,45947.46813,0,,100,171,1,45947.46813,R_9aNgGBZEeFMJr8Z,,,,,,,anonymous,KO,1,7,배달비무료 패키지로 추천하고싶은데 그래도 시켜먹는걸 싫어하는 사람이 있기때문에 7점드려요,,,7,,,,3,,,,,,,예전세 2천원 많게는 5천원까지주고 시켜먹었는데 요즘은1990원만 주면 한달동안 공짜로 시켜먹을수 있어서요,"1,5",,1.50324E+11,,,MALE,30대,지방,미구독,한그룻 주문경험X,1,1,17,1,2,21
215,45947.46596,45947.46816,0,,100,189,1,45947.46817,R_9kMM4XRYWdm7xKc,,,,,,,anonymous,KO,1,5,"지역마다 다르겠지만 배민전용배달 하는 매장이 적습니다. 알뜰배달,한건배달 있어도 쓸수있는 환경이 되질 않습니다. ",,,,,7,,2,,,,,,,"매장에서 최소금액설정을 하게되면 알뜰,한건 배달같은경우 가게배달보다 높은 최소금액설정으로 차액을 수수료 내려고 높게 책정했구나 생각이 듭니다",1,,2.01107E+11,,,FEMALE,30대,지방,구독,한그룻 주문경험X,1,8,4,0,1,13
216,45947.46374,45947.46819,0,,100,385,1,45947.4682,R_9iJ5PPTGsBworUw,,,,,,,anonymous,KO,1,5,옛날과 비교해 혜택이 줄여졌다,,,,,7,,5,,,,,,,등급별 혜택도 그렇고 자주 시키나 가끔시키나 차이가 없음,1,,2.01303E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험O,1,2,9,0,0,11
217,45947.46571,45947.46823,0,,100,217,1,45947.46824,R_4FKUSb4c3xWAsqp,,,,,,,anonymous,KO,1,9,다양한 음식을 입맛대로 주문할수 있어서,9,,,,,,,,,,1,,,메뉴가 다양해서 질리지 않은것 같다,"1,2",,1.80319E+11,,,MALE,40대,광역시,미구독,한그룻 주문경험X,1,0,1,0,0,1
218,45947.46727,45947.46824,0,,100,83,1,45947.46825,R_9dP9ldcnyL0VXCp,,,,,,,anonymous,KO,1,5,수수료가 늠비싸요,,,,,8,,,,2,,,,,배달중이 한참동안떠있고 그시간보다더 늦음,"1,2",,2.00727E+11,,,FEMALE,50대 이상,수도권,미구독,한그룻 주문경험O,1,0,8,4,0,12
219,45947.46723,45947.46826,0,,100,89,1,45947.46827,R_9JJEkzTsGhUqxTE,,,,,,,anonymous,KO,1,5,지금은 잘 안씀,,,,,7,,3,,,,,,,배달팁땜시 안씀,"1,2",,1.81208E+11,,,FEMALE,30대,수도권,미구독,한그룻 주문경험O,1,0,2,0,0,2
220,45947.46675,45947.46826,0,,100,131,1,45947.46827,R_4PgUltFuYmXm2A6,,,,,,,anonymous,KO,1,5,음식이 맛이없는데 솔직한 리뷰를 적으면 가게에서 리뷰 중단을 하네요,,,,,9,,,,,,1,,,다양한 종류의 음식가게가 있네요,"1,2",,2.00226E+11,,,FEMALE,40대,지방,구독,한그룻 주문경험X,1,4,2,0,1,7
221,45947.46661,45947.46828,0,,100,143,1,45947.46828,R_9kTwCECdZ6HVZTi,,,,,,,anonymous,KO,1,8,대체적으로 빠르고 안전한 배달,,,9,,,,,,,,1,,,타배달업체에 비해 다양한 가게와 메뉴 선택 가능,1,,2.50801E+11,,,MALE,40대,수도권,미구독,한그룻 주문경험O,1,0,1,27,0,28
222,45947.46719,45947.46832,0,,100,98,1,45947.46834,R_9Pbr6nBT3lRCnYf,,,,,,,anonymous,KO,1,5,쿠폰 할인이 자주있어 좋지만 배달원 잡히는게 늦고 배달요금이 부담스러움,,,,,8,,,,2,,,,,매번 픽업이 늦어 늦게받음,1,,2.20215E+11,,,FEMALE,20대,수도권,미구독,한그룻 주문경험X,1,0,3,0,0,3
223,45947.46757,45947.46833,0,,100,65,1,45947.46835,R_96bSXLVeG2fO1Xw,,,,,,,anonymous,KO,1,6,배달료가 비쌈,,,,,8,,,,2,,,,,배달시간 실시간 공유했으면 좋겠어요,"1,5",,1.90727E+11,,,FEMALE,30대,지방,미구독,한그룻 주문경험X,1,1,1,0,0,2
224,45947.46712,45947.46834,0,,100,105,1,45947.46835,R_96xTddm4lP0KUtX,,,,,,,anonymous,KO,1,3,배달 시간이 정확하지 않아서,,,,,8,,,,3,,,,,,"1,2,5",,1.81103E+11,,,MALE,40대,수도권,미구독,한그룻 주문경험X,1,0,2,0,1,3
225,45947.46641,45947.46834,0,,100,166,1,45947.46835,R_9OCEZVrbZwTTnU5,,,,,,,anonymous,KO,1,5,이미 쿠팡이츠만 사용하는 사람이 많음 / 멤버쉽 이슈,,,,,10,멤버쉽 비용,,,,,,,가장 큰 경쟁사인 쿠팡이츠는 하나의 멤버쉽 결제로 쿠팡과 쿠팡이츠 쿠팡플레이까지 해결 가능한데 추가로 배민 멤버쉽을 결제하기에 부담을 느낌,,"1,2",,1.71016E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험X,1,0,1,4,0,5
226,45947.46784,45947.46839,0,,100,48,1,45947.4684,R_99wjTkVCILpunHb,,,,,,,anonymous,KO,1,6,다른 플랫폼에 비해 복잡,,,,,10,너무 많아요,,,,,,,볼게 너무 많아서 시간 오래 걸림,,"1,2,4,5",,1.70612E+11,,,MALE,30대,수도권,미구독,한그룻 주문경험X,1,0,2,0,0,2
227,45947.46738,45947.4684,0,,100,88,1,45947.46842,R_4duCOjU7NgLktEk,,,,,,,anonymous,KO,1,8,"바르고 좋아서
",,,8,,,,,,3,,,,,ㅡ,1,,2.50124E+11,,,FEMALE,10대,수도권,미구독,한그룻 주문경험O,1,2,17,0,1,20
228,45947.46769,45947.46841,0,,100,62,1,45947.46842,R_9P8JjsgsAtXcu1H,,,,,,,anonymous,KO,1,10,행사를 자주해서 좋습니다.,10,브랜드할인같은 할인 이벤트,,,,,,,,,,,가격이 싸면 좋습니다,,1,,2.30419E+11,,,MALE,20대,수도권,미구독,한그룻 주문경험X,1,0,3,0,0,3
229,45947.46745,45947.46843,0,,100,83,1,45947.46843,R_9LN0XTEG3eRLyWm,,,,,,,anonymous,KO,1,5,들쭉 날쭉한 혜택에 클럽가입한 고객은 잡힌 물고기처럼 대해서 그렇습니다 뮤료배달기간에는 그냥저냥 쓸만합니다,,,,,7,,3,,,,,,,들쭉날쭉해서,"1,2,4",,1.90612E+11,,,MALE,30대,수도권,미구독,한그룻 주문경험X,1,0,1,0,0,1
230,45947.46696,45947.46843,0,,100,127,1,45947.46844,R_4Ein2stfvuDuY9G,,,,,,,anonymous,KO,1,8,다양한 음식들을 빠르게 받아볼수있어요.,,,9,,,,,,,,2,,,가격.음식 특성을 보기좋게 되어있어요.,1,,1.80818E+11,,,,,수도권,미구독,한그룻 주문경험X,1,4,6,0,0,10
231,45947.46714,45947.46845,0,,100,112,1,45947.46846,R_9mk0pdbP2YVf15Y,,,,,,,anonymous,KO,1,5,"배민은 없어서는 안될 존재이지만 
이용하면서 불쾌할때가 있었다

배달 주문하고 두시간이나 음식 못받음",,,,,8,,,,2,,,,,"배달 시간이 주문전 후에 나오는데 
연락도 없이
어플상애서
시간이
계속 미뤄지면 음식 기다리는 입장에서는 화가남","1,2,4,5",,1.80302E+11,,,FEMALE,40대,수도권,미구독,한그룻 주문경험X,1,0,2,1,0,3
232,45947.4648,45947.46846,0,,100,315,1,45947.46847,R_9VeEaUmfB1HqE0E,,,,,,,anonymous,KO,1,10,요즘 배달은  필수아닌가요.맛잇는집 잇으면 추천해서 배달시켜 먹으라고 소문내요ㅋ지인분들한테 이집맛잇다고  소문내요ㅋ 배달도 빠르고 기사님들 친철하고 맛도 잇고해서 10점 드립니다,9,,,,,,,,,,4,,,아까도 말햇드시 맛잇으니까 그리고 요즘 다들 친철하게 배달해주시고 해서 믿고 먹고잇습니다,1,,1.91205E+11,,,MALE,50대 이상,광역시,미구독,한그룻 주문경험X,1,2,0,0,0,2
233,45947.466,45947.46856,0,,100,221,1,45947.46857,R_9k6K35RCJk9TqHD,,,,,,,anonymous,KO,1,7,웹에서 주문 배달은 좋지만 배달시간 및 배달비용은 조금 과한것 같아요 그치만 다른 선택지가 없다는게 아쉬움,,,7,,,,3,,,,,,,,1,,2.50811E+11,,,MALE,50대 이상,수도권,미구독,한그룻 주문경험X,1,0,1,0,0,1
234,45947.4664,45947.4686,0,,100,190,1,45947.46862,R_40nuUpu0jmVW533,,,,,,,anonymous,KO,1,5,"한끼식사배달 메뉴가 다양하지 않고, 배달비가 높아서",,,,,7,,2,,,,,,,혼자사는 사람이 먹기에는 많은 양을 주문 해야하는 경우가 많음,1,,1.40817E+11,,,FEMALE,40대,수도권,미구독,한그룻 주문경험O,1,3,2,0,0,5
235,45947.4675,45947.46863,0,,100,97,1,45947.46865,R_9pEjvUA8OGwTHcj,,,,,,,anonymous,KO,1,10,빠른배송과 이벤트,7,,,,,,5,,,,,,,없어요,"1,2,5,6",,1.71205E+11,,,FEMALE,40대,수도권,구독,한그룻 주문경험O,1,0,5,0,1,6
236,45947.46829,45947.46866,0,,100,32,1,45947.46867,R_40dEpSYUPxZelP5,,,,,,,anonymous,KO,1,7,좋습니다.,,,8,,,,,,3,,,,,,1,,1.81004E+11,,,MALE,30대,수도권,구독,한그룻 주문경험X,1,0,5,0,0,5
237,45947.46818,45947.46874,0,,100,48,1,45947.46875,R_414tdXhVsMPh6y6,,,,,,,anonymous,KO,1,1,고객센터 특히 채팅상담 가관,,,,,10,고객센터 불쾌,,,,,,,,,"4,5",,1.6121E+11,,,FEMALE,20대,지방,구독,한그룻 주문경험O,1,0,7,0,2,9
238,45947.4672,45947.46877,0,,100,136,1,45947.46879,R_9J4paATabIppADB,,,,,,,anonymous,KO,1,5,할인행사를 좀더다양하게 하면어떨까요,,,,,7,,2,,,,,,,1인가구일때 억지로 많은양을 시켜야할때,2,,2.10417E+11,,,FEMALE,40대,지방,미구독,한그룻 주문경험X,1,0,1,0,0,1
239,45947.46804,45947.4688,0,,100,64,1,45947.4688,R_9DBIWvgsQ3uc39T,,,,,,,anonymous,KO,1,10,"배달음식 먹을 때 가장 먼저 생각나고, 편해서",8,,,,,,,,3,,,,,"배달 시간은 자꾸 바뀌어서 잘 모르겠고, 배달 음식 상태는 좋음","1,2,4,5",,1.90509E+11,,,FEMALE,20대,광역시,구독,한그룻 주문경험X,1,0,12,0,0,12
240,45947.46742,45947.46882,0,,100,120,1,45947.46882,R_9VNCRbVNkhZw99f,,,,,,,anonymous,KO,1,8,"신속배달, 할인이벤트 다양",,,7,,,,4,,,,,,,할인 및 쿠폰이 유용함,1,,2.51011E+11,,,MALE,50대 이상,지방,미구독,한그룻 주문경험X,1,0,1,0,0,1
241,45947.46773,45947.46883,0,,100,95,1,45947.46885,R_4viAUH4LcKtXOJR,,,,,,,anonymous,KO,1,9,이벤트로 쿠폰도 많구 혜택많음 그리고 인지도,7,,,,,,4,,,,,,,좋은가격 쿠폰등 제공으로 주문가능,"1,2",,2.50828E+11,,,FEMALE,50대 이상,수도권,미구독,한그룻 주문경험X,1,0,1,0,1,2
242,45947.46764,45947.46884,0,,100,103,1,45947.46885,R_9ZZxqrISAifQhSF,,,,,,,anonymous,KO,1,5,배달이 엉망으로올때도많고 너무 많은곳을 들렸다가와요,,,,,8,,,,3,,,,,이거저거 다같이 넣어두고 쌓아두고 배달을 하시는지 새서오는게 많아요,"1,2",,2.10827E+11,,,FEMALE,40대,광역시,미구독,한그룻 주문경험X,1,1,5,1,0,7
243,45947.468,45947.46885,0,,100,74,1,45947.46887,R_9MJyyz35VYCENRB,,,,,,,anonymous,KO,1,5,일상생활에 필요하지만 배송비가 부담되요,,,,,7,,3,,,,,,,배달팁너무 비싸요,"1,2",,2.40224E+11,,,MALE,30대,지방,미구독,한그룻 주문경험O,1,1,1,0,1,3
244,45947.46839,45947.46888,0,,100,41,1,45947.46889,R_9wTdbYZDa5gRqVE,,,,,,,anonymous,KO,1,9,잘사용해서,8,,,,,,,,2,,,,,배달 도척이 자루보여서,"1,5",,1.90408E+11,,,MALE,20대,수도권,미구독,한그룻 주문경험X,1,0,1,0,0,1
245,45947.46731,45947.46889,0,,100,135,1,45947.4689,R_4UbXhHeRcg0vSt3,,,,,,,anonymous,KO,1,5,배달앱에서는 배달된다고 해서 주문을하면 거절 당할때가  있어요,,,,,7,,2,,,,,,,혼자서 먹기에는 부담 될때가 있어요,1,,2.10228E+11,,,FEMALE,40대,수도권,미구독,한그룻 주문경험X,1,4,5,0,0,9
246,45947.4685,45947.4689,0,,100,35,1,45947.46891,R_4CTJwJouP0a73dT,,,,,,,anonymous,KO,1,9,배달 시킬때 편리함,8,,,,,,,,2,,,,,,1,,2.01217E+11,,,FEMALE,40대,광역시,구독,한그룻 주문경험X,1,0,2,0,0,2
247,45947.46707,45947.46891,0,,100,158,1,45947.46892,R_9cYbEv3hg49kJTo,,,,,,,anonymous,KO,1,6,편리하긴한데 외식 물가 상승의 영향이 된거 같기도하고...,,,,,7,,3,,,,,,,배민의 수수료 정책이 각 업장의 판가 상승으로..,"1,2",,1.7113E+11,,,MALE,40대,지방,미구독,한그룻 주문경험X,1,2,0,0,0,2
248,45947.46535,45947.46892,0,,100,309,1,45947.46894,R_9cGG5PnTPxSWYZH,,,,,,,anonymous,KO,1,7,배달비와 배달시간 때문에 마음에 안들어서,,,8,,,,,,4,알뜰배달시 너무 딜레이가됨 음식특성상 고려해서 배차가 됬으연 좋겠다,,,,"알뜰배달시 한집배달과 묶여서 오는건 알겠는데 3개이상 들를때도있고 메뉴특성은 고려하지 않고 배달을 해줘서 녹거나 뿐다
","1,5",,1.80417E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험O,1,1,10,2,1,14
249,45947.46828,45947.46894,0,,100,56,1,45947.46894,R_92WwmlVPwbT4MwT,,,,,,,anonymous,KO,1,3,배달이 늦을때는 엄청 늦음,,,,,8,,,,1,,,,,비오면 늦어요 아주늦어요,"1,2",,2.50124E+11,,,MALE,40대,수도권,미구독,한그룻 주문경험X,1,0,0,2,0,2
250,45947.46771,45947.46894,0,,100,105,1,45947.46894,R_4FVx5ViYLVpLejO,,,,,,,anonymous,KO,1,5,소비자 입장에서 무료배달은 좋지만 점주분들 입장에서는 부담스러운 수수료인 것 같습니다.,,,,,9,,,,,,3,,,,"1,2",,1.50812E+11,,,FEMALE,30대,수도권,구독,한그룻 주문경험O,1,2,3,1,2,8
251,45947.46792,45947.46897,0,,100,90,1,45947.46898,R_990IE8l7u6w4IIq,,,,,,,anonymous,KO,1,5,배민이 가장 다양해서?,,,,,7,,3,,,,,,,배달 팁에 비해 배달 시간이 김,"1,2",,1.51003E+11,,,MALE,30대,지방,미구독,한그룻 주문경험X,1,2,2,0,0,4
252,45947.46829,45947.46897,0,,100,58,1,45947.46898,R_4rHGDe4bfDm8ggZ,,,,,,,anonymous,KO,1,9,어디보다 저렴하게 주문할수있다,7,,,,,,4,,,,,,,쿠폰 할인이 크다,"1,2",,2.40412E+11,,,MALE,40대,광역시,미구독,한그룻 주문경험X,1,0,0,1,0,1
253,45947.46791,45947.46897,0,,100,92,1,45947.46898,R_4CeaTEOKmtGpbk8,,,,,,,anonymous,KO,1,5,불량한 라이더들이 있다,,,,,8,,,,3,,,,,라이더에 대한 나쁜 경험이 있더,"1,2",,2.51009E+11,,,FEMALE,40대,수도권,구독,한그룻 주문경험X,1,0,1,0,0,1
254,45947.46819,45947.46905,0,,100,73,1,45947.46906,R_4PCif4QKTMhqylu,,,,,,,anonymous,KO,1,7,"지방이라 그런지 모든 매장이
입점해있지 않습니다",,,8,,,,,,2,,,,,미리 주문을 하고 다른일을 할수있습니다,"1,2,4",,1.60501E+11,,,MALE,30대,광역시,구독,한그룻 주문경험O,1,0,7,2,0,9
255,45947.46837,45947.46916,0,,100,68,1,45947.46917,R_9kM0NhHqKk3qlQd,,,,,,,anonymous,KO,1,7,할인도 자주해줌,,,8,,,,,,1,,,,,정확한배달,"1,2",,1.81104E+11,,,FEMALE,50대 이상,수도권,미구독,한그룻 주문경험X,1,0,0,1,0,1
256,45947.46851,45947.46918,0,,100,57,1,45947.46919,R_4QiyTxtqf85yUzE,,,,,,,anonymous,KO,1,10,할인 쿠폰도 주고 해서요.,9,,,,,,,,,,3,,,편해서,1,,2.50401E+11,,,MALE,20대,수도권,구독,한그룻 주문경험X,1,0,1,0,0,1
257,45947.46674,45947.4692,0,,100,212,1,45947.46921,R_4YKxXjuAhEI6htK,,,,,,,anonymous,KO,1,5,맛이 없는곳들이 리뷰도 많고 평도 좋음 리뷰이벤투 때문인지,,,,,9,,,,,,4,,,없음임..,1,,2.10815E+11,,,MALE,20대,지방,미구독,한그룻 주문경험X,1,2,0,0,0,2
258,45947.46786,45947.46922,0,,100,118,1,45947.46924,R_9OJowDGStCdJou5,,,,,,,anonymous,KO,1,1,"1인분(만원이하) 배달품목이 너무 겹침
다양하지않음",,,,,7,,2,,,,,,,혼밥용,"1,2,5",,1.90419E+11,,,MALE,40대,광역시,구독,한그룻 주문경험O,1,0,6,0,0,6
259,45947.46477,45947.46927,0,,100,388,1,45947.46927,R_9Pc2K9FSQ1cjrK3,,,,,,,anonymous,KO,1,7,멤버스클럽에 가입해서 배달료 할인받는건 좋은데 음식값이 2천원이상 비싸요,,,7,,,,1,,,,,,,배달금액이 저렴해서 혜택받는거라 생각했는데 타 사이트에 비해 음식값에서 차이가 있어요,"1,4,5",,2.00513E+11,,,FEMALE,40대,수도권,구독,한그룻 주문경험X,1,0,0,6,0,6
260,45947.46846,45947.46928,0,,100,71,1,45947.46929,R_4yrUMNVnWUUrvqH,,,,,,,anonymous,KO,1,6,배갈료의 비쌈,,,,,7,,3,,,,,,,배달비 너무 비쌈,1,,2.0051E+11,,,FEMALE,50대 이상,지방,미구독,한그룻 주문경험X,1,0,1,0,1,2
261,45947.46794,45947.46931,0,,100,118,1,45947.46932,R_9WQb3lV8L8bSq1H,,,,,,,anonymous,KO,1,1,"배민클럽만 유도 포장 같은 서비스는 소홀
배민클럽 가입 없는 시골은 서비스 한정됨",,,,,7,,4,,,,,,,배민클럽배달 없는 지역은 자체배달이 우선인데 지금 하는 행위는 그 배민 클럽만 혜택을 줌,"1,2,4,5",,2.10111E+11,,,MALE,40대,지방,미구독,한그룻 주문경험X,1,1,0,0,2,3
